text,span1,label
A good many men came into the room by no means inclined to acquiesce in the proposed arrangement .,"[17, 18]",1
"Although that is the position in law , the court emphasised that as a matter of commonsense a tenant should first complain to the landlord before exercising the right to prosecute .","[26, 27]",1
"The difference is that we are now offering a formal psychological model to suggest that if we want to reduce the current encapsulation of science , if we want to recruit a different sort of student , then certain curriculum changes are needed .","[32, 33]",0
"’ With no trace of a smile or a blush the baroness quickly corrected herself — ‘ an irrigation system ’ — but the slip was a telling one , and I 'm sure they would have appreciated it in Bangladesh .","[11, 12]",0
"At least you keep in touch , some of them get shoved away and they never , nobody do n't bother with them do they ?","[20, 21]",0
"The storm was abating rapidly , the evening sky clearing in the west with the golden rays of the setting sun adding a dying colour to the sullen slate blue water .","[21, 22]",1
How did you feel as you came to the end of your working week yesterday afternoon ?,"[3, 4]",1
"For a place so hated , the Pontypool plant looks innocuous inside , like a cross between an oil refinery and a crematorium .","[11, 12]",0
"Once people overcome their fears about computers and begin to use them in telecottages , they acquire their own equipment .","[2, 3]",1
The police force face the virtually impossible task of keeping the lid on the explosive mixture of ingredients that the dynamics of British society have assembled in the inner city .,"[17, 18]",1
"Initially the analyst does all the work , leading the user towards a system he thinks is right for the business .","[0, 1]",0
"The Germans , with more sophisticated radio-tracking equipment , started to track down the musicians .","[11, 12]",0
Er Sunday Times .,"[0, 1]",0
"And now I sha n't need you again this evening , so apart from looking in on Anna from time to time , you may do just as you please . ’","[21, 22]",0
‘ Now that they ca n't get hold of cocaine they 'll just crash out . ’,"[7, 8]",1
From the comparative opulence of 17-6 they then slipped into penury by conceding 18 unanswered points .,"[15, 16]",1
"‘ Many people have suffered from sales falling through and from house-buying chains , and some of our vendors feel that now 's as good a time as any to sell . ’","[12, 13]",1
There 's no guarantee that what we 're hunting is going to follow the rules . ’,"[14, 15]",1
"Intent to kill may be regarded as the most obvious and indisputable form of fault element for murder , but to some extent that depends on the meaning of ‘ intent ’ .","[12, 13]",1
"In low politics , common opinion — no less common for being expensively hired by Conservative Central Office — encouraged him in the belief that he should fight much of the election sitting down .","[13, 14]",1
"The user tells the analyst what the problems are , and the analyst decides , at least in broad terms , what the user requires .","[19, 20]",1
"McLeish thanked him gravely , feeling , as he often did with the Wilsons , that he was being enveloped in a large feather eiderdown , and , made restless by the call , went down the corridor to where he knew Catherine Crane was also in , getting her office in order .","[48, 49]",1
"This could be the girl whom the Yard were looking for , and he had better do everything very quickly indeed , including finding his Chief , who would then want to find his Chief Constable and notify Scotland Yard .","[38, 39]",0
The law must resort to some kind of moral and social evaluation of conduct if it is to identify and separate out the most heinous killings .,"[3, 4]",1
Crisis in this context describes a period of intensive self-examination in which one 's beliefs and values are re-examined .,"[0, 1]",1
have to worry no .,"[2, 3]",1
"Murder , manslaughter , and several other offences are discussed , and one recurrent issue here is whether English law responds proportionately to the different degrees of culpability manifested in cases where death is caused .","[25, 26]",1
"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’","[20, 21]",1
"South of Berlin , near what was the old East-West border .","[10, 11]",1
The consequences for some nations or subgroups in a population of being without access to environmental data or the tools for analysing them while others have such access are potentially profound — as the European Commission has recognized in issuing a directive on public access to environmental data ( CEC 1990d ) — yet space limitations have also precluded their discussion .,"[30, 31]",0
"Most trilobites were broadly oval-shaped being rather longer than wide , not greatly convex , and with eyes that occupy perhaps a quarter of the length of the head .","[19, 20]",1
By the time I 've paid for my room at the YWCA and bought all the make-up and clothes I need there never seems to be anything left over .,"[13, 14]",0
"If you start writing down some of the responses to that question , you will find you have along the way acquired a ragbag of elements that will have an important bearing on the design .","[15, 16]",1
"Peregrine Worsthorne , for example , used the ferocity of the confrontations in Handsworth , Brixton , and Tottenham to argue that there was a major question mark over the possibility of assimilating the ‘ coloured population ’ into mainstream ‘ British values ’ ( Sunday Telegraph , 29 September 1985 ) .","[4, 5]",0
"Seeds of the maple family are typically in pairs , joined at the base , with flat ‘ wings ’ that help the seeds to disperse .","[4, 5]",1
"LA MAMA ETC — for ‘ Experimental Theatre Company ’ — is a tiny cauldron of a theatre on the Lower East Side , the creation of the extraordinary Ellen Stewart .","[20, 21]",0
"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently , can shift people to destinations with exemplary speed and safety — as Europe consistently demonstrates .","[30, 31]",0
This example assumes that a sympathy for motorists with overwhelm any tendency to logical analysis .,"[9, 10]",1
"They were , however , an all-White group , operating without directly involving parents and were generally committed to specialist care in the community .","[23, 24]",0
We shall take a piece of cylindrical material of length l and cross-section S and apply a voltage between the ends .,"[12, 13]",0
"IT WAS unfair of Auden to suggest , in his ‘ Letter to Lord Byron ’ , that a poet 's ‘ sense of other people 's very hazy ’ .","[4, 5]",0
Many of these long leaves are preserved on the bedding planes of a siltstone .,"[9, 10]",1
"Link that with Trimmler 's death , Goodenache 's sudden departure for Germany and the mention of the Lucy Ghosts during their conversation , and I think you will agree that is the strongest lead we have to follow . ’","[0, 1]",1
"Both the Model Penal Code test and the Scots test may be reduced to circularity , however , for when one asks how extreme or how wicked the recklessness should be , the only possible answer is : ‘ wicked or extreme enough to justify the stigma of a murder conviction ’ .","[26, 27]",1
"The general form relied on the argument that the riots were not a form of protest against the insufferable social conditions of inner-city areas or the actions of the police , but a ‘ criminal act ’ or a ‘ cry for loot ’ .","[18, 19]",0
"The White Paper goes on to emphasize : ‘ It is the loss of liberty involved in carrying out the terms of the order rather than the activities carried out during the order which is the punishment ’ ( p. 18 , para. 4.4 ) .","[20, 21]",1
I do n't know how she could manage the stairs,"[9, 10]",0
We just assumed that certain charge carriers moved with certain velocities .,"[7, 8]",0
"Such is the mood of pessimism here it is hard to find anyone who believes the All Blacks , having won their seven matches in Wales , will face any significant threat during the next fortnight .","[17, 18]",0
"Wales 's instant reaction , a try by Arthur Emyr , and subsequent steady improvement , bringing well-crafted tries for Emyr and Robert Jones , promised more than was later fulfilled .","[25, 26]",1
"Some of the smaller , and most certainly highly active dinosaurs were about the size of a chicken , and there is more than a passing similarity between a running ostrich and the kind of reconstruction that shows fleet-footed , running dinosaurs .","[35, 36]",1
"There she was in a conventional two-piece suit , fine dark wool , muted geometrical pattern in greens and unexpected straw browns , caught in at the waist — still very thin — to give the effect of a bustle , the skirt long and straight to the knee .","[10, 11]",1
"Admittedly , the Model Penal Code does contain a list of circumstances which may amount to extreme indifference , which assists the courts and increases the predictability of verdicts in a way that Scots law does not , but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings .","[34, 35]",0
"This was by no means an accident , since throughout the 1970s a powerful body of media , political , and academic opinion had been constructed around the theme of how Britain was drifting into a ‘ violent society ’ , and how the basis of consent was being shifted by the pressures of immigration and the growth of multi-racial inner city areas .","[54, 55]",0
"They ought to have pocketed three points in the first half-hour but Tony Adams , a more threatening centre-forward on his forays than the current Alan Smith , missed the target with two headers and David Rocastle let Dave Beasant save a penalty , much as the stretch-version keeper had done for Wimbledon in the 1988 FA Cup final .","[6, 7]",1
The basis of recovery was then Law 's fighting capacities as leader .,"[9, 10]",1
But it was Gerry Conlon 's account of being interrogated after the Guildford bombings that made the scalp crawl .,"[18, 19]",1
"All in all , Bobby Robson must have found it about as fruitful as a day trying to get in touch with Brian Clough .","[16, 17]",0
"This has been a constant theme of Intifada policy : that we wish to build ( Palestine ) , not to destroy ( Israel ) ; that we wish to achieve freedom ( for our people ) , not to deprive others ( Israelis ) of it ; that we wish to protect and save lives ( ours ) , not to endanger the lives of others ( Israelis ) .","[14, 15]",1
"In this chapter some of the ways in which palaeontologists determine the way fossil animals lived are described , reanimating the dead fragments to build up a living creature .","[19, 20]",1
"( When he became Chancellor of the Exchequer this practice caused consternation at the Treasury , when he used only a page of notes to assist him in moving complicated resolutions on wartime finance ; he relied successfully on his memory to provide details and figures . )","[25, 26]",1
"Ninety per cent of his party 's cash comes from the unions , which will expect a return .","[17, 18]",1
"Hazard research , like few other GIS application areas , is not only stretching the present technology to its limits but is a quite remarkable focus of international effort into several important research-related areas such as expert systems and simulation studies .","[1, 2]",0
"Conversely , a large-scale and long-period phenomenon such as the movement of tectonic plates can lead to local stress accumulation and to its release by an earthquake in a few seconds and with highly local effects .","[30, 31]",0
"Yet the appeal of crusading was , if anything , even stronger to those aristocratic houses just below the level of the princely : it was , after all , the house of Boulogne which produced the first two rulers of Jerusalem .","[35, 36]",1
"If you were a gambling man it would not affect you , it would just be lost .","[16, 17]",1
"Before Raymont works towards ‘ ways of showing respect , understanding and affection to members of the opposite sex ’ , she should realise that the opposite sex 's obsession with ‘ members ’ is a problem of enormous gravity .","[32, 33]",1
Given time available to train new staff it is not necessary to keep more than a nucleus in that particular expertise .,"[6, 7]",0
"The point is that birds themselves are warm-blooded , like mammals , and if birds and dinosaurs are as closely related as now seems likely , then it obviously increases the likelihood that the dinosaurs themselves may have been warm-blooded .","[1, 2]",1
A version of this test of foresight of high probability is used in several other European countries ; it was introduced into English law by the decision in Hyam v.,"[20, 21]",1
"The counselling , assisting , directing , and monitoring on the AEC give substance to the aims of support and surveillance and provide the basis for establishing a model of probation practice .","[1, 2]",0
The colonised body which Kahlo clothed in revolutionary idealism has lost its function as a symbol of nationhood becoming instead an icon of female suffering .,"[1, 2]",0
"thinking we 'll soon get them and save you carrying it tomorrow , then .","[4, 5]",0
"Nowadays , we all swoon with pleasure at the sight of a cow .","[4, 5]",1
"The Mirror described the estate as ‘ Living Hell ’ , and quoted one resident as saying that ‘ You 've no idea how awful daily life is ’ ( 8 October 1985 ) .","[12, 13]",1
we went er round Mollyrange to get to you know the,"[3, 4]",1
Yeah but you 'll be sitting in the chair wo n't you love ?,"[8, 9]",0
At some point Rufus himself had taken the things out of the fridge and left the door open to defrost it .,"[6, 7]",0
"There are plenty of Indian miniatures , colourful and charming evocations of princely courts , priced in hundreds or low thousands .","[19, 20]",1
"It was initiated partly in response to the furore caused by Enoch Powell 's 1969 ‘ rivers of blood ’ speech , much as disturbances at the 1976 Notting Hill Carnival prompted further steps on the part of the Department of the Environment — ‘ A riot makes a much bigger impact on government thinking ’ , as Donnison ( 1987 ) has pointed out , ‘ than any amount of earnest and accurate research ’ .","[47, 48]",1
"‘ It 's just a friendly letter , asking how you are .","[5, 6]",1
I mean I must admit I 've looked at some other flats .,"[7, 8]",0
McLeish expressed qualified enthusiasm and Charlie assured him he felt exactly the same about his younger brother .,"[1, 2]",0
"Inside The Brotherhood ( Granada ) , produced by Claudia Milne and Martin Short , dug into the most notorious area of Masonic influence , local government .","[2, 3]",0
"The Mother of Us All shows more continuity , but again much depends upon production in what is still a largely non-narrative opera .","[21, 22]",0
"A row of epic proportions had ensued , which he and Angela had evidently enjoyed but which had left Sarah and Jennifer sick with distress .","[19, 20]",0
"In the UK only a handful of county emergency planning departments ( Cumbria , for instance ) have built up resource databases in digital form and this needs to be promoted .","[21, 22]",0
"Indeed , working directly with consultants proves invaluable in gaining access to high-quality morbidity data .","[9, 10]",1
"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .","[20, 21]",1
"There must be a total retrieval now , the one good thing about which was that it might banish his dreams .","[11, 12]",1
If you ask a user what sort of system he wants you will be met with a blank look .,"[17, 18]",1
"The procedure can be computerised , there are programmes available for the easy production , manipulation and storage of block diagrams with useful cross-referencing facilities .","[13, 14]",1
"Not all problems have gone away of course : yesterday 's £6.4 billion public sector borrowing requirement is not much higher than expectations , but it is almost as large as the deficit for the previous 11 months and — with this year 's deficit forecast to be double last year 's — shows why the Bank of England so eagerly sold £2 billion or more of gilts on election night and why it needs a regular stream of massive sales .","[53, 54]",1
"seven , eight year old boys at the moment , and she will teach children under","[14, 15]",0
"The East German government 's decision to let the refugees leave across their own country came as a surprise to many , including some West German diplomats .","[5, 6]",1
"Marriott was the chirpy Cockney sparrer who lead The Small Faces , who performed that strange pigeon-toed shuffle on Top of the Pops and wrote ‘ Lazy Sunday Afternoon ’ .","[4, 5]",0
"If it is correct that our trilobite lived above the sea bottom , actively swimming in the water , there are certain predictions we can make about its geological occurrence which can be tested by looking in the rocks .","[7, 8]",0
The day of the hearing of her second case she had been found dead .,"[13, 14]",0
"Was it the faint smell of herbs and newly baked dough , the soft ticking of the wall-mounted clock which seemed both to mark the passing seconds and yet to hold time in thrall , the rhythmic moaning of the sea through the half-open door , the sense of well-fed ease conveyed by the two cushioned armchairs , the open hearth ?","[55, 56]",0
Some say they should bring back hanging ; others say it is the politicians they should hang ; but most say there is nothing anybody can do at all .,"[16, 17]",0
"Adam only wished Uncle Hilbert had left him Wyvis Hall and then there would have been no Ecalpemos , no Zosie , and no deaths .","[6, 7]",1
"See John when he as soon as John arrived he said to me will you take me he said , I do n't wan na learn it proficiently but I want to know every job so I then took","[34, 35]",0
"The trees stood under their haloes of pink and green strokes , small flying things , solidified light movements or saccades of the eye , brushstrokes , pigment .","[2, 3]",1
The fact is that I have a vacancy arising for a couture model .,"[12, 13]",1
"This is done by a series of juxtapositions ; the past versus the present ; female nature versus masculine technology ; growth versus exploitation ; and in its very material presence , the traditions of fine art versus the popular .","[18, 19]",1
"Investors in Barlow Clowes since 1985 , the Tysons had orginally put £10,000 into the UK fund and £5,000 in Gibraltar-based Barlow Clowes International ( BCI ) .","[11, 12]",1
A much more flexible system which would allow local managers to negotiate local rates — on a national pay spine — is needed .,"[4, 5]",1
"Existing GIS techniques usually base the estimates on area-weighted shares , so that a new polygon created by ‘ slicing ’ an existing area in half is assigned half the population of that source unit .","[19, 20]",1
Heywood and Cornelius ( 1989 ) have shown how GIS can be used for monitoring possible radiation releases and thus the relevance of GIS in nuclear emergency planning and monitoring .,"[15, 16]",0
Action is initiated by the service of an abatement notice requiring remedial work .,"[9, 10]",0
It is only too obvious that this balance between action and personal life was intimately bound up with the conditions of clandestine action and could not survive it .,"[15, 16]",1
It ends by assuring Beijing that the Hong Kong Government will have ‘ a prudent regard for the special circumstances of Hong Kong and the interests and concerns of the Chinese Government . ’,"[7, 8]",0
‘ He 's better looking on TV … ’,"[3, 4]",0
"Anne sat next to him on his mother 's cretonne-covered settee and Abigail lay on a plaid rug on the floor , kicking with her legs and punching with her arms .","[30, 31]",0
‘ So what 's going to happen to the European Plan ? ’ he asked .,"[10, 11]",1
A case in point is inland and coastal flooding .,"[3, 4]",1
"but presumably your mum can do that for , they 've got hundreds of people there , he 's always driving people everywhere","[11, 12]",1
And I found we 'd run out of milk for Anthony .,"[2, 3]",1
"Buddy invites us to regard Holly in the same light , mocking ( in a horribly nudging re-creation ) Lubbock old-timers like The Hayriders , who sing : ‘ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear . ’","[9, 10]",1
"what you want what you want , Could be a , now .","[5, 6]",0
"We must remember that to deny someone control of their own lives is to offer them a most profound insult , not to mention the which the frustration of their wishes and the setting at naught of their own plans for themselves will add .","[35, 36]",1
"Post-war reconstruction and housing programmes seemed to do nothing to prevent , and seemed even to encourage , a rise in crime and mental illness .","[16, 17]",1
"To meet these objectives the AEC has a structured programme involving group and individual contact , that is , six group sessions sandwiched between one-to-one interviews held immediately before and after the group .","[9, 10]",0
Britain still can not decide when to play the mandarinate game of silence with the Chinese and when to break the rules ( as Beijing does all the time . ),"[4, 5]",1
The first and most important question to mull over as you gaze at your patch is : What is this garden for ?,"[7, 8]",0
"Where there is no capital punishment , however , the question of how many degrees of homicide it is desirable to have calls for careful weighing of the principle of fair labelling ( see Chapter 3.3 ( l ) ) against the cost and time arguments mobilised by the policy of efficient administration ( see Chapter 3.3 ( m ) ) .","[49, 50]",0
"To cater for all susceptibilities , the party became the "" National Unionist Association of Conservative and Unionist Associations "" — a decision that allowed some local parties to go on calling themselves Conservative , but the name "" Liberal "" was at last dropped .","[24, 25]",1
So she had a list of about five things she wanted sorted out and she said so far we were the cheapest .,"[17, 18]",1
"The council argued that a landlord , particularly one such as a local authority , can not realistically be expected to have a system of inspection of all its premises and in practice is entitled to depend upon notification by its tenants .","[2, 3]",1
For the first time she felt the stirrings of something like power .,"[11, 12]",1
Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .,"[1, 2]",1
GENERAL TIPS A general rule for pub rock patrons is that the quality of music will be in inverse proportion to the quality of the beer ( except at Finsbury Park 's Sir George Robey where an excellent music policy comes complete with a decent pint of Guinness ) .,"[40, 41]",1
So the whole crystal structure tries to contract or in other words the material is under pressure ( see Example 3.2 ) .,"[13, 14]",0
"As at all his power stations , Scott faced the building in a fine Worcestershire brick that has weathered to a lovely pinky-brown .","[8, 9]",1
"Indeed , working directly with consultants proves invaluable in gaining access to high-quality morbidity data .","[3, 4]",1
"Like any house that 's demanding , idiosyncratic , small and truly experimental , it 's in trouble — $150,000 in the red , with the serious prospect of closing .","[27, 28]",1
"The GIST hypothesis was that female under-achievement in science and technology is at least partly socially constructed by the school , an hypothesis based on research evidence as well as critical feminist analysis ( see , for example , Kelly , 1981 ) .","[26, 27]",0
"The general form relied on the argument that the riots were not a form of protest against the insufferable social conditions of inner-city areas or the actions of the police , but a ‘ criminal act ’ or a ‘ cry for loot ’ .","[3, 4]",1
""" Once , "" said Daniel , "" I was in Charing Cross Hospital , someone 's kid had taken an overdose and died , they pump them out there regular as clockwork but this one 's liver could n't take any more .","[21, 22]",0
"Paula repeated , stunned .","[0, 1]",0
There was a low table and three or four dainty chairs with aubergine velvet seats and gilded spindle legs .,"[14, 15]",0
"More closely linked to GIS is work by McMaster and Johnson ( 1986 ) who perform a very detailed inventory of hazardous materials ( both stored and transported ) in Santa Monica , California .","[18, 19]",0
"But it still leaves us with the crucial problem that Sartre had to solve , namely how to link human consciousness with the processes of history so that the former can be said to be the agent of the latter .","[25, 26]",0
"The assumption that all groups in the ‘ not-men ’ class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .","[28, 29]",0
"However , the temptation in all classification exercises is to produce partitional schemes and this should really be resisted here .","[6, 7]",0
"He stood for a moment laughing at her as she cast furiously for the vanished rabbit , and walked on , to catch her up , along the raised embankment .","[4, 5]",0
"That when women are given the vote it follows that children should be given it too is no argument at all , but a version of it occurs in modern debates over the justice or injustice of Mill 's famous disclaimer in his essay On Liberty .","[13, 14]",1
at half past five .,"[2, 3]",1
"If you are feeling — for lack of a better word -thirsty , let's meet again next month .","[10, 11]",0
In September 1988 Mrs Bujok laid an information against the council alleging the existence and continuance of a statutory nuisance under section 92(1) of the Public Health Act 1936 .,"[4, 5]",0
Aristotle said something very interesting in that extract from the Politics which I quoted earlier ; he said that women have a deliberative faculty but that it lacks full authority .,"[29, 30]",1
Mind you that 's the other direction to Johnston . ?,"[8, 9]",0
The offer from the Anglo-Swedish consortium formed by Tiphook and Stena AB is the subject of an appeal in the Bermudan courts which is aimed at overturning an earlier ruling allowing SeaCo to proceed with its ‘ poison pill ’ defence .,"[37, 38]",1
"Sartre 's ‘ singular universal ’ , therefore , begs the question , for it is predicated on the assumption that , if there is not a totality as such , then there already is an overall totalization : ‘ If totalization really is an ongoing process … ’ .","[9, 10]",1
"He sees them as not only strengthening small communities , but also as actually beginning to reverse the population flows from the countryside to the towns .","[6, 7]",1
"Well , not for ages , anyway .","[0, 1]",0
"In contrast , boys seem to have a firmer self-identity and a clearer ambition showing more insight in response to sentence stems such as ‘ My main problem is … ’ and ‘ He/she felt proud that … ’ .","[14, 15]",1
But they will take into account the need for that balance that says that social spending without underpinning by economic growth will not be sustained in any event . ’,"[17, 18]",1
"Many psychological theories refer to faulty parent-child relationships , such as abnormal experiences in early childhood having a lasting effect and influence on personality .","[5, 6]",0
She swung lithely down to Dream Baby 's gaudily painted deck and cushioned the two hulls .,"[10, 11]",0
"Though this neatly solves the problem of how man can make history while at the same time history makes him , it does not answer the larger question of how a multiplicity of the products of individual acts , ‘ totalizations ’ , can themselves be totalized into the overall totalization required by the logic of dialectical rationality — rather than being the arbitrary , blind and self-cancelling movements of , say , Hardy 's immanent will .","[24, 25]",1
"Lewis Verne-Smith sat shaking his head , less as a gesture of denial than of a generalized despair at the state of the world .","[1, 2]",0
Of course it can never be known whether the right answer has been reached ( unless somebody dredges up a ‘ living fossil ’ from the depths of the ocean ) — there are only varying degrees of probability .,"[10, 11]",1
"There is a refreshing simplicity and tenderness in Motion 's account of the way Francis nurses her , but she herself is too sketchily drawn for the episode to carry much weight .","[3, 4]",1
"A pyramid administrative structure , establishing links from popular committees in villages right up to the Executive Committee of the PLO ( in its capacity as a Cabinet ) , can be established .","[20, 21]",0
A leading example of this is the European Science Foundation which has sponsored research programmes in both the physical and social science aspects of environmental change ( ESF 1990 ) .,"[22, 23]",0
In the early 1980s social workers were funded jointly by the ILEA and Islington Social Services Department to work with children attending two special schools and two specialist units for ‘ partially hearing ’ children .,"[8, 9]",0
"I carried her luggage to the yard , noting that even Ellen 's strident feminism evaporated in the face of two heavy bags and tropical heat .","[15, 16]",1
"Clearly , we are getting further and further away from the causes of delinquent behaviour , and it is perhaps wisest to think in terms of causal processes when looking at criminal behaviour .","[20, 21]",0
"‘ He 's not going to just co-ordinate and consolidate any longer , ’ Muldoon said , with increasing nervousness .","[18, 19]",1
By the mid-80s they had all gone the way of the buffalo : extinct save for preservation in the national park of permanent re-runs .,"[13, 14]",1
"We have so far talked about positive and negative charges , about point charges , and distributed charge .","[6, 7]",1
"Indeed , she had respected Angela Morgan for the straightforwardness with which she had tackled the issue when they had met at the lawyer 's office .","[14, 15]",1
"If it now seems self-evident that monitoring of the global environment is necessary , indeed is even vital , the prediction of what is likely to happen is almost as important : the 170 000 people in the Maldives are understandably worried about the prospect of global sea-level change since no part of the islands is more than 2 m above present sea-level !","[17, 18]",0
I 'll pay the money back to her . ’,"[5, 6]",1
"It would be unfair both to the vector potential and to quantum mechanics to say that none of those formulations have engineering applications ( in fact the most sensitive magnetometer built to date is based on that kind of theory ) , but by and large engineers would n't lose much sleep if the use of A were banned with immediate effect .","[25, 26]",0
"It was providing 27,500 training places ( often in conjunction with the Manpower Services Commission ) : some 2,500 buildings were being improved ; estate action aimed to tackle run down housing ; and a large number of new ‘ partnerships ’ ( which some might see as subsidies , or discredited regional grants , in a new guise ) were in operation , in an effort to bring private investment to run-down urban areas .","[12, 13]",0
"By the end of adolescence he or she needs to make choices about career , life-style , personal relationships and ideologies .","[2, 3]",1
As a second example of health work linked to hazard studies we may cite the research being conducted by Cross ( 1989 ) on childhood leukaemia .,"[24, 25]",0
‘ I 'm probably more worried about this than you are .,"[3, 4]",0
"Early research at the NWRRL focused on developing a GIS for use by the police and county emergency planning officers in Cumbria that would aid in the management of a possible explosion at a chemical factory in Whitehaven , west Cumbria ( Vincent et al. 1988 ; Dunn 1989 ) .","[39, 40]",0
The aim of the course is to educate offenders about alcohol to facilitate a lasting change in their subsequent use of this drug .,"[4, 5]",1
"Just got the urge , that 's all . ’","[3, 4]",0
"Mm another girl , I know .","[5, 6]",0
"‘ I do n't know what the hell you 're talking about , and I ca n't comment until I do . ’","[4, 5]",0
"It is simple enough for him to show that a boxing match takes place within a general totality of ‘ boxing ’ , which is itself only ever present in any individual incarnation , for as a game each match is both an individual bout and something conducted according to general rules and a specific social tradition .","[32, 33]",1
"Behind them , Ol Doinyo Lengai is catching the late afternoon sunlight .","[9, 10]",0
"The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests ( there have been more than 50,000 arrests since the Intifada 's outbreak ) , and coherent enough to allow for the existence of a unified resistance strategy .","[1, 2]",1
"They all thought they 'd got the dreaded C , poor things .","[10, 11]",1
"The words , in that round childish script , had remained with him .","[10, 11]",1
"On the other hand it can be argued that the sauropods like Brachiosaurus were so large , and with a relatively small surface area through which to cool compared with their enormous volume , that their cooling rate could have been slow enough to allow them to sustain more continuous activity than smaller , living reptiles .","[12, 13]",0
"Neither the Butler Education Act of 1944 , nor the introduction of comprehensive schools , prevented a high proportion of children from under-achieving .","[15, 16]",1
"The House of Lords upheld D 's conviction for murder : an intent to cause really serious injury is sufficient for murder , without any proof that the defendant intended , or even contemplated , the possibility that death would result .","[33, 34]",1
"None of them , of course , anticipated the scale of the problems which were caused by the slump and collapse of much of what remained of inner urban manufacturing industry in the early 1980s .","[15, 16]",0
"expensive , it is very expensive .","[5, 6]",0
all sorts of things organised,"[3, 4]",1
"In the UK only a handful of county emergency planning departments ( Cumbria , for instance ) have built up resource databases in digital form and this needs to be promoted .","[5, 6]",1
"He was also carrying an orange poster on a pole , urging a vote for the local Liberal Democrat candidate .","[6, 7]",0
"Lewis 's bark , anyway , was always worse than his bite .","[2, 3]",1
The problem arises in connection with section 99 which adapts or applies the provisions to cases where an individual rather than the local authority wishes to make the complaint .,"[9, 10]",1
"Since popular ideas of life in the past are often founded on vividly coloured reconstructions of ‘ The World in the Jurassic Period ’ and the like , it is important to remember that these imaginative scenes are all inferences from bones , and similar fragments .","[1, 2]",0
"‘ You got money , you got fame , ’ he pleads , ‘ what you want to booze for ? ’","[16, 17]",0
"Sweetman paused again , this time to light a long pale blue cigarette with a slim gold lighter .","[15, 16]",1
"What I do understand is that if the master 's not home for the party tomorrow , the mistress wo n't be pleased — and that 's putting it mildly .","[15, 16]",0
"When , at last , he stripped off his clothes and came into her , it was as if this was the moment to which all her life had been leading .","[30, 31]",1
‘ Joyriding ’ riots propelled Tyneside 's Meadowell Estate to national prominence last September .,"[3, 4]",0
"The Scarman Report , for example , contained the following policy proposal : ‘ I recommend that local communities must be fully and effectively involved in planning , in the provision of local services , and in the management and financing of specific projects , ( Scarman , 1981 , para. 8.44 ) .","[24, 25]",0
"And towering above these stage cliches is , of course , the driven genius whose music can not be stemmed by the forces of reaction .","[1, 2]",1
"In 1982 , 44 per cent of under fives in Islington had the use of an under-fives facility , 29 per cent on a full-time and 15 per cent on a part-time basis .","[5, 6]",0
He went to the US because ‘ Goldsmith decided that if you wanted to be a capitalist the UK and France were not the places to be ’ .,"[18, 19]",0
"The sale of most of the lossmaking tyre distribution business to Sumitomo , now also a minority shareholder in the only British-controlled tyremaker 's plant , gives the board confidence in some improvement this year , despite a poor immediate outlook for the motor producers .","[1, 2]",0
"It was now light , the lamps on the gangway giving murky yellow pools that barely pushed back the inky blackness of a starless night .","[16, 17]",1
Identify broad social strategies to prevent or mitigate undesirable impacts of global change or to adapt to changes which are unavoidable ;,"[12, 13]",0
Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,"[17, 18]",1
"One of the main gains from the GIST project has been the clarification of what is meant by a ‘ girl friendly ’ , science , that is a science which will appeal equally to the interests and concerns of girls as well as boys . …","[36, 37]",1
Training of unskilled staff to operate this equipment and to exploit the scientific data is now a major role for GRID staff .,"[20, 21]",0
"Those people are victims , too , but they have certainly kept us together . ’","[3, 4]",1
"It is generally accepted ( p. 145 ) that ‘ hygiene ’ type variables such as pay and working conditions can , if they are inappropriately specified , depress morale and motivation but they will not in themselves result in very high levels of these parameters .","[28, 29]",1
It was nice to see Stratford .,"[5, 6]",0
I like pee pee !,"[1, 2]",0
Just cos you thought you were,"[1, 2]",0
"He was interviewed by Moe Berg , then one of the most famous baseball players in America .","[5, 6]",0
"you ai n't blushed like that for a long while have you ? , yeah , that will be a holiday , watch your camp bed do n't fold up love","[8, 9]",1
While there is some research activity in linking statistical models to GIS there would seem to be scope for further applications of operations research techniques to GIS problems .,"[7, 8]",1
"In some London boroughs , unemployment among young men exceeds 45% ; in some places , among young blacks , it exceeds 60% .","[7, 8]",0
"He asserts it often enough : ‘ History continually effects totalisations of totalisations , ( I , 15 ) .","[7, 8]",0
"No , no wait a minute .","[3, 4]",0
"Reproductive structures should really be found to distinguish it from other , superficially fern-like plants .","[13, 14]",0
