text,span1,label
""" Unto us a Boy is born . ""","[1, 2]",1
Trellis is a useful compromise and you can always pretend it was forced on you by the speed of growth of your climbing rose .,"[9, 10]",0
Now if he does n't get the economy right he 's gon na end up with egg on his face and,"[5, 6]",1
It 's just that I 'm saving .,"[6, 7]",1
And if you phoned me early in the year it must have been just after we got the V W.,"[16, 17]",0
Took him a while now he 's a very nice chap .,"[0, 1]",1
"They said , well did you have any warning about it ?","[1, 2]",0
"‘ We accept that we might not get very much for it , but on the other hand we could get more , ’ says Julie Widlake .","[7, 8]",0
With Gary she enjoyed a relationship she had never experienced with anyone else — the easy-going friendship of a male who made no demands whatever on her — and it meant more to her than she had realised .,"[21, 22]",1
"‘ You got money , you got fame , ’ he pleads , ‘ what you want to booze for ? ’","[2, 3]",0
"what we do with all the money , and you find out who 's doing what , and who 's doing you know ?","[10, 11]",0
"The fascination with functions of the body , the analogies between artistic and physical creative processes , self-portraiture used to reveal the female body as the site of patriarchal aesthetic discourse ; all of these mirror the concerns of many women painters of the 1980s .","[18, 19]",0
The Chicheley-Smythes have bought an absolutely super villa in Sardinia and say we could rent it if we 'd like to .,"[19, 20]",0
"So far they have received nothing from the Government , little EC assistance and are running out of funds donated by individuals and industry .","[4, 5]",1
"He sees them as not only strengthening small communities , but also as actually beginning to reverse the population flows from the countryside to the towns .","[6, 7]",1
"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail .","[20, 21]",0
Do you think you could just open the door for me please !,"[2, 3]",0
"Just inside the front porch , a handwritten book is prefaced with the words ‘ This book has been compiled that something , more than their mere names , may be known of the Lavenham men who gave their lives for their country in the Great War . ’","[10, 11]",0
They kept their secret identities and paid for it through their Swiss bank accounts .,"[1, 2]",1
"Earlier , the change of emphasis from a ‘ social ’ to an ‘ economic and environmental ’ focus had been reflected in a switch of responsibility for the Programme from the Home Office to the Department of the Environment .","[21, 22]",1
"Well , with the two lines going yeah would have been about right then but see , John I do n't suppose he realised Ann was gon na fetch all the people out of here there and everywhere and start that up .","[6, 7]",1
"But , without other changes , the result is likely to be a ‘ society of barricaded self-defence , and a steady erosion of civil liberties ’ .","[16, 17]",1
"‘ We 've been waiting to move for a long time , and we need the money to build the new house . ’","[6, 7]",0
"‘ From the vendor 's point of view , the house is actually sold once a successful bid is made , ’ says Graham Harrison , director of Bristol and West Property Services .","[22, 23]",0
"Another recent auction in Leeds saw a run-down stone farmhouse without water or other amenities finally fall under the hammer for £330,500 .","[5, 6]",1
"Terry phoned up asking what , Tuesday morning about quarter past eight said who was covering .","[12, 13]",0
You do n't get nothing on them chickens ?,"[3, 4]",0
"We 'll call in , that will be better than phoning at least you know you know you 're gon na get there .","[21, 22]",0
"‘ We are going to leave on Sunday , ’ Mrs Carson went on .","[3, 4]",0
"The smell released by a pig or chicken farm is indescribable , and can affect 10 square miles of countryside around .","[2, 3]",1
"Another rule of thumb is that if the act is obliged to rest their microphone stand and amplifiers on beer crates instead of the stage , it will be a good evening .","[12, 13]",1
Why they keep on making new bulbs ?,"[2, 3]",1
"The currents , on the other hand , do not cancel because they represent opposite charges moving in opposite directions ( remember , minus one times minus one is equal to plus one ) .","[10, 11]",1
"Abigail , who had been put upstairs in one of the bedrooms to sleep , set up a wailing sound .","[15, 16]",1
You know what she 's gon na do go to school and put them down !,"[8, 9]",0
As a last example of the potential role of operations research in GIS and disaster management we are reminded of the logistic problems that faced the Peel Regional Police Force during the Mississauga evacuation mentioned previously ( Scanlon and Padgham 1980 ) .,"[34, 35]",1
"Sinclair thus gave an undertaking that his papers would always remain Unionist , but Steel-Maitland doubted if such a promise had any value .","[10, 11]",0
"The use of role play , incorporating previously discussed difficulties ( i.e. homework assignment session 4 ) in ‘ real ’ or set up situations provides an opportunity for testing these skills .","[22, 23]",1
"Bunn , who scored six goals in the previous round against Scarborough , this time turned into the provider , putting Milligan clear and free .","[3, 4]",1
"B AGEHOT 'S phrase comes in a passage in which he appears to propound the dispiriting theory that a politician , if he wants to get anywhere , must appeal to ‘ the average man ’ .","[4, 5]",1
It is as if it is walking through a minefield .,"[6, 7]",1
She never got her use back and she never spoke again .,"[2, 3]",1
"She was frowning , deep lines appearing between her eyebrows , mouth drawn down at the edges so that instead of a classically good-looking slim English Rose in her late twenties , she looked faded , years older than her real age , and shrewish .","[12, 13]",1
"Other spatially referenced data incorporated into the system include those on the distribution of schools , medical and transport services which can be displayed and supplementary information about them obtained .","[23, 24]",0
"It seemed that Ellen and I were not the only ones to take such a precaution , for late that night Jackson Chatterton lumbered on deck with a bottle in one huge hand .","[1, 2]",0
"Pencil skirts and batwing sweaters and spiky stilettos , tottering with their hard little behinds sticking out , and all that red lipstick .","[1, 2]",0
"Admittedly , the Model Penal Code does contain a list of circumstances which may amount to extreme indifference , which assists the courts and increases the predictability of verdicts in a way that Scots law does not , but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings .","[20, 21]",1
In the car let's do a gap Christopher,"[3, 4]",0
All this formed a background to the first century of crusading ; and it goes some way to explaining the more secular aspects of the magnetism which drew French knights to take up the cross in their thousands .,"[27, 28]",1
Each of these may be further subdivided and the typology shown in Fig. 10.1 draws upon the classic work of Burton and Kates ( 1964 ) in separating geophysical from biological hazards and Zeigler et al. ( 1983 ) in distinguishing public ( or what we might call societal ) hazards from private ( individual ) ones .,"[27, 28]",0
But they are interested in working .,"[5, 6]",0
You leave him alone !,"[1, 2]",1
"‘ He told me you two were pakiteng , little heifers . ’","[2, 3]",0
Well I shall see to that .,"[3, 4]",1
"But I mean , you would n't have thought that er Lilly , I mean , she had no weight on her or anything like","[2, 3]",0
"‘ He 's gone back to Australia , Dad .","[3, 4]",0
"Furthermore , British Rail has its eyes on the Bankside site for bringing up the spoil from the tunnel for Channel traffic which it is , so absurdly , driving under the middle of London at astronomical cost .","[29, 30]",1
"Before we look at sociological explanations it might be useful to ask yourself , or to discuss with colleagues , whether you feel that criminals are different ‘ types ’ of person .","[2, 3]",1
A ‘ new Minister of Environmental Protection ’ would operate inside the DoE .,"[9, 10]",1
You know he 's entitled to his holidays but I do n't want to sit,"[14, 15]",0
He noted that the Canberra meeting ‘ is the start of something which could grow into a very significant development not only for the region but for the global economy . ’,"[14, 15]",1
But without it she could not pay for her coffee and salad .,"[6, 7]",0
‘ I can not honestly see that a system which would require us to compromise the morning after the election is really so morally inferior to a system which has already obliged us to compromise our policies two years before polling day . ’,"[11, 12]",0
"Tory ministers , like Michael Heseltine who visited Meadowell last November , say the cash shortages are due to council profligacy and bad management .","[12, 13]",0
"While Kahlo 's art helped her to deal with the vicissitudes of her life , for most audiences it is her life story which allows access to her art .","[7, 8]",1
"‘ You need to understand what your clients ’ expectations are beforehand , ’ says Graham Harrison of Bristol and West .","[4, 5]",0
During the Intifada the people have been engaged in building the side walls .,"[7, 8]",1
The major auction houses have moved with the times and have found new ways of selling works which in both form and content would have proved an unstable investment a decade ago .,"[11, 12]",1
Well they ai n't gon na stay there long !,"[6, 7]",1
Sweetman took a pair of polarised sunglasses from his shirt pocket and put them on before inspecting me again .,"[1, 2]",0
"The sergeant 's eyes widened , and he slid out of the Land Rover and stood back to let Jamie out .","[8, 9]",0
"Adam Verne-Smith , unwinding in Puerto de la Cruz , did not of course see it .","[3, 4]",1
"Thus , even if it would be excessive to sweep large numbers of the deaths now recorded as ‘ accidents ’ into the law of homicide , there may be sufficient justification for creating or enforcing offences designed to ensure safe conditions of work , safe goods , safe buildings , and so on .","[37, 38]",1
"As William of St Denis put it ,","[5, 6]",1
"The diversity of monitoring organizations seems just as great in other countries ; numerous multinational organizations , both quasi-governmental ( e.g. the UN Environment Programme ( UNEP ) ) and non-governmental ( e.g. the International Union for the Conservation of Nature ( IUCN ) and the International Institute for Environment and Development ( IIED ) ) are also active in the field .","[5, 6]",0
"Mrs Henry refused the drug treatment given to reduce the chances of a relapse , but there are many who would remain well without it , Dr Slevin said .","[8, 9]",1
"He watched her as she went past at a walk , the black Labrador and he both gazing wistfully , their breath steaming in the cold February morning .","[22, 23]",0
Arising from the evidence in the literature and from our empirical studies at Chelsea College it is now possible to offer a model which is compatible with all the evidence and which also has considerable predictive potential .,"[0, 1]",1
It answered the question he had asked himself and told him that the bones of a very young child had been found as well as those of a young woman.,"[1, 2]",1
did you actually go to sleep mummy ?,"[3, 4]",1
"If you rely to your detriment on a misleading reference which was given negligently , you should be able to sue the referee .","[12, 13]",1
And nerves too when you have a finger whose paralysed and could n't remove it and put in a nerve and then they could work again .,"[13, 14]",0
"He recognized the Blaney children , met once before with their mother walking along the beach .","[6, 7]",0
"However , for details of disposal the individual site licences must be consulted .","[12, 13]",1
‘ Let's make sure it knows where we are . ’,"[5, 6]",1
"Second , it would consolidate the image and essence of the Intifada as a constructive , not a destructive , force .","[4, 5]",1
"Wales , characteristically , delayed the heel at a scrum , putting Robert Jones in trouble when the ball finally emerged .","[11, 12]",1
"In a tone of meek appeasement , the letter draws attention to the arrest by Hong Kong police of anti-China demonstrators outside the agency 's National Day reception .","[9, 10]",1
I ca n't spoonful .,"[3, 4]",0
"As yet they had no children , but she wanted four , she told Rufus .","[9, 10]",0
Tim will you eat it up please ?,"[3, 4]",0
"I thought I could offer a lift if I had a woman with me , someone they know . ’","[4, 5]",0
"Well do n't put it on too loud , will you ?","[3, 4]",1
I ca n't hear you I 'm sorry wait till we get in the shop too noisy all these cars is n't it there we are nearly there now nearly there .,"[3, 4]",0
"Where there is no capital punishment , however , the question of how many degrees of homicide it is desirable to have calls for careful weighing of the principle of fair labelling ( see Chapter 3.3 ( l ) ) against the cost and time arguments mobilised by the policy of efficient administration ( see Chapter 3.3 ( m ) ) .","[25, 26]",1
"Yeah , but who , who do you you know why","[9, 10]",0
Law conceived of the role of the leader in an exactly opposite sense from Balfour : he sought to foster unity by placing himself at the head of the discordant elements where Balfour had thrown the leadership on the side of restraint .,"[34, 35]",1
"It must be shown that the defendant intended ( which , again , includes both purpose and awareness of practical certainty ) to cause really serious injury to someone .","[13, 14]",1
It will work,"[2, 3]",1
"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .","[16, 17]",1
"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator","[12, 13]",0
"Another of his blinding headaches had developed and he felt a tight sensation in his chest , which made breathing very painful and difficult .","[6, 7]",0
Leinster will be hard pushed to keep the score within the respectable margins of defeat set by their predecessors .,"[15, 16]",1
"Villages are expensive to live in and if they are to become vibrant communities again , local people must be able to earn enough to be able to continue living in them .","[29, 30]",0
"There are some posh flats going up at neighbouring Royal Quays which will provide building jobs : ‘ It 's Sun City in the middle of Bantustan , ’ a Labour councillor said to me .","[5, 6]",0
"Since popular ideas of life in the past are often founded on vividly coloured reconstructions of ‘ The World in the Jurassic Period ’ and the like , it is important to remember that these imaginative scenes are all inferences from bones , and similar fragments .","[13, 14]",1
NASA has announced plans to collect up to 1 terabyte ( 10&sup12 ; bytes ) day .,"[5, 6]",0
She leaps from an architectural monument to a phallocentric world .,"[1, 2]",1
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .","[4, 5]",0
I do n't know how she could manage the stairs,"[3, 4]",0
"Tense , facing outwards , Forster , Lawton and Nell guarded Delaney as he intoned the seaman 's prayer of interment , and then committed the canvas bag to the ocean .","[14, 15]",0
"But some reports have suggested that low zinc levels may lead to problems in pregnancy , from difficult labour to congenital malformations in children .","[10, 11]",1
"Drifting between grassy polders to which farmers have to ferry their cattle in punts , or following leafy twisting lanes marked only by rusty signs proclaiming the ‘ Venise Verte ’ , you 're in an all-green , mysteriously silent world ; only the occasional fisherman , twitching his rod above the algae-smothered waters , disturbs the stillness .","[18, 19]",1
"Amaldi dodged the American invitation , perhaps because ( with Rome liberated ) Fermi 's mantle in physics had fallen on his young shoulders and there were younger minds to teach .","[1, 2]",1
The advert gave the story its vaguely Thirties setting .,"[2, 3]",1
"As a rich , forceful young man , Keller had been earmarked as a likely future president , even before Mullegg was killed in an aircrash in 1958 .","[11, 12]",1
‘ Are the German authorities involved ? ’,"[5, 6]",1
You 'd have to make room in the back garden !,"[4, 5]",1
"Yet because the philosopher 's adult has traditionally been male , his children boy children , and his educational programmes designed to facilitate the transition between them , the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species .","[20, 21]",1
"John 's told me to tell you to go and get it , right I said I said Richard coming , for four hundred pound I you 're not coming for it so that 's it oh you think it was pub machine or","[38, 39]",0
"I think a lot of people died in the making of those weapons , before they ever got launched and blew up half of London . ’","[18, 19]",0
"Ulster , the provincial champions , may well fancy their chances on November 21 , but Leinster look certain to face an uphill struggle even though the tourists have rested 13 of the team that beat Wales .","[17, 18]",1
"The White Paper goes on to emphasize : ‘ It is the loss of liberty involved in carrying out the terms of the order rather than the activities carried out during the order which is the punishment ’ ( p. 18 , para. 4.4 ) .","[6, 7]",1
"Nick had his sunglasses on , he must have looked a bit touched .","[9, 10]",0
He was enthralled by the entire proceeding and remarked that only the English could make a contest between two crews which would not rank in the World 's top 10 into a bigger spectacle than the Olympic final .,"[14, 15]",1
"He stood for a moment laughing at her as she cast furiously for the vanished rabbit , and walked on , to catch her up , along the raised embankment .","[22, 23]",1
"Penelope , however , it had to be acknowledged , had made no attempt to rise above the blow she had been dealt by finding a dazzling girl of her own age favoured over herself in her uncle 's will .","[15, 16]",1
FADS for vitamin supplements have been overtaken by a vogue for minerals and trace elements .,"[6, 7]",1
Throughout these manoeuvrings Alice Mair sat quietly watching from the car but made no move to help .,"[5, 6]",0
"Yet I did not want to leave things alone entirely , without making an effort , but it is restricted to the expression of two things — the cypresses — the olive trees — let others who are better and more powerful than I reveal their symbolic language …","[34, 35]",0
"Ron Todd , the general secretary of the transport workers ' union , said that today 's vote on the multilaterist nuclear defence policy would not yield the ‘ massive and overwhelming ’ majority predicted by right-wingers , and he warned that party leaders could not expect everybody to ‘ goose-step ’ in the same direction once the policy had been carried .","[13, 14]",0
Turnbull busies himself with his clipboard as his reply is translated .,"[10, 11]",0
"Probably trying to get ahead for that , one of those .","[1, 2]",0
Their books are full of female breadwinners and New Men changing nappies and comforting bawling babies in the small hours .,"[14, 15]",0
"To meet these objectives the AEC has a structured programme involving group and individual contact , that is , six group sessions sandwiched between one-to-one interviews held immediately before and after the group .","[26, 27]",1
"Alternatively there are several chemical additives on the market which aim to provide a substitute for lead , although the case for these products has yet to be proved .","[12, 13]",0
"The area had effectively been abandoned by the authorities , a fact which became clear during the riot itself , when police waited five hours to enter the estate and put down the disturbances .","[5, 6]",1
"Manuals for cars , machine tools and so on are poor but at least it is possible to observe the mechanisms and their functions .","[18, 19]",0
"If the council did not react to that notice , then would be the time for the tenant to exercise the right to prosecute .","[23, 24]",0
No I never swore everybody to secrecy but they all know it you cos you told them !,"[3, 4]",0
"Just got the urge , that 's all . ’","[1, 2]",1
judge from their looks you know what they 're drinking and you just like go vaguely waving his empty glass,"[9, 10]",0
"One solution to this is to ‘ densify ’ the ground control and another is to use contextually based classifiers rather than the traditional , spectrally based ones .","[18, 19]",0
And I suppose I better get er Carl 's birthday card while I 'm at it .,"[2, 3]",0
"He added , ‘ She should n't have left the matches within reach of a child . ’","[1, 2]",1
"Well yes thank you , because my wife writes to her practically every week","[2, 3]",0
"Theresa gave him a brief , pitying smile , dragged the plastic bags from beneath the seat then expertly freed her brother and settled him on her left hip while , with the other hand , she collapsed the pushchair , with a single vigorous shake .","[27, 28]",0
But I told you before — I could n't afford to pay you what you 're worth .,"[11, 12]",0
"Bristol and West claims these auctions will help to bring some action to an otherwise slow market , and says it was overwhelmed by the response from people wanting to sell in this way .","[7, 8]",1
we 've got already .,"[2, 3]",0
Delaying subject choice : Britain is unusual in asking pupils to make crucial choices about subject options in the 13–16 age range .,"[8, 9]",0
"Given such a lead , it is scarcely surprising that British scientists have sought to demonstrate the practical and financial consequences of environmental events and processes ; Table 9.1 , for example illustrates their perception of the importance of global environmental research to the UK domestic economy .","[32, 33]",0
Are those erm queuing up though ?,"[3, 4]",0
"Anne sat next to him on his mother 's cretonne-covered settee and Abigail lay on a plaid rug on the floor , kicking with her legs and punching with her arms .","[22, 23]",0
"For example , difficulties of communications and in particular , how to inculcate the feeling within each individual that he and his performance are important to the organisation .","[12, 13]",0
"The ‘ enhanced Programme resulted from the 1978 Inner Urban Areas Act , based on a White Paper , published the previous year , on Policy for the Inner Cities ( DoE , 1977 ) , the first comprehensive policy statement on the subject to acknowledge it as a definable and cohesive problem .","[13, 14]",1
"If a society lets any considerable number of its members grow up mere children , incapable of being acted on by rational consideration of distant motives , society has itself to blame for the consequences .","[3, 4]",1
"If , in addition to finding a tenant , the agency is managing the let , you should be paid every month , less a tenant-finding fee of between two and four weeks ' rent .","[5, 6]",1
Well do you think it 's a lot ?,"[3, 4]",0
Parents had fought for this as a local resource to prevent the need for children to be placed in long-stay placements far from home .,"[2, 3]",1
The election result has given the Conservatives five years in which to press ahead with the changes .,"[4, 5]",1
Labour hopes to transform the situation by increasing the number of A-levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest .,"[3, 4]",0
We rattled them from the first minute and did n't give them any breathing space .,"[10, 11]",1
"But another selector confided the truth that Wales should be giving club opposition a hammering — and at half-time , building on their win over Newbridge , it looked as if they would .","[14, 15]",1
Five air-monitoring plants had been installed ( he took me to see them ) .,"[11, 12]",0
"‘ Ole Sentue , I agree with you .","[5, 6]",0
"The average man is ‘ a cool , common person , with a considerate air , with figures in his mind , with his own business to attend to , with a set of ordinary opinions arising from and suited to ordinary life .","[39, 40]",1
"Then , from behind me , an unfamiliar voice sounded : ‘ Oh , ring my bells . ’","[14, 15]",1
"It was a distinguished face with the deep-set , widely spaced eyes beneath straight brows , a well-shaped , rather secretive mouth and strong greying hair swept upwards and curled into a chignon .","[29, 30]",0
"Such writing rapidly palls , and I hope that in the novels to come , Motion can curb his reckless passion for it .","[13, 14]",1
"Once the user becomes familiar with the proposed system , helpful comments come thick and fast .","[12, 13]",1
"In Kahlo 's work there is a powerful mix of these discourses , yet her role as an archetypal woman painter has come to dominate responses to her work .","[22, 23]",1
"Yes but I remember , I can remember Edith phoning me and , and saying , you know she was going away , you know is , you know could I go down ?","[9, 10]",0
It was surely repugnant to commonsense that in this area of legal activity a local authority should be prosecuted by one of its tenants without first being given the opportunity by that tenant to remedy the consequences of a neglect to repair the dwelling that the tenant occupied .,"[27, 28]",1
"Geoffrey Martel had perceived the propaganda potential of public war as early as the mid eleventh century ; later it enabled Henry the Liberal of Champagne to claim the military service of all lords within his county , a reapplication of the Carolingian ban .","[20, 21]",0
The ‘ conversion ’ of the UK government has been briefly described earlier ; it is manifested in their July 1989 commitment to spend £10m. on climate change research in 1989/90 and the confident request to them from the Advisory Board for the Research Councils ( ABRC ) for an extra £11m. in 1990 and £13m. in the two succeeding years for additional environmental research .,"[59, 60]",0
I know .,"[1, 2]",0
"We shall , therefore , introduce a number of alternative formulations .","[5, 6]",1
He was asked to wait and then shown into a room where a detective sergeant prepared to take a statement from him .,"[15, 16]",1
‘ Why did n't you stop it ?,"[5, 6]",1
"But while the DTI would override the Treasury , a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI .","[19, 20]",1
Again Law succeeded by unorthodoxy ; he was quick to grasp the essentials of an opponent 's argument and quite prepared to be rude or direct if the situation demanded it .,"[10, 11]",1
"Margaret Spear , in a different study from the one reported in this volume , found that for identical work boys were marked higher than girls for supposed understanding of principles , aptitude for science and O level suitability ( Spear , 1984 ) .","[10, 11]",0
"There is a poignant irony in the way clothing , which on one level served to hide Kahlo 's broken body , falls or is lifted by the model to reveal a luxuriantly perfect physique ( Fig. 4 ) .","[22, 23]",0
"He told Frederica he preferred his androgynes to be more obscured , more veiled , more suggested , and directed her attention to "" Still-Life , Fete Gloanec 1888 "" in which various inanimate objects , two ripe pears , a dense bunch of flowers , swam across a bright red table-top rimmed with a black ellipse .","[13, 14]",1
"In 1987 , aluminium melted in the furnace , reacted with water and exploded , sending a black cloud over nearby houses .","[9, 10]",1
"are n't we , yeah it 's going to rain as well , look at that , we 're gon na have to put our coats , our rain coats on","[9, 10]",0
"In a takeover campaign that has already seen vitriolic language , he responds to the charge that he is mounting the bid to enrich himself and his friends by saying : ‘ Nobody could take that as a criticism — this is an investor group .","[7, 8]",1
‘ Thinking of Peter . ’,"[1, 2]",0
"He paused before replying , then gave the smallest shake of his head .","[6, 7]",1
"Taking the specific argument about the role of drugs and ‘ drug barons ’ in stimulating the riots , this seems to have served two purposes .","[20, 21]",0
"They were , however , an all-White group , operating without directly involving parents and were generally committed to specialist care in the community .","[12, 13]",0
Oh well I saw that on Friday .,"[3, 4]",0
"The final interview entails a personalized review of the course , as well as the formulation of a follow-up plan to be undertaken with the offender 's supervising officer .","[3, 4]",1
"The party officers and Whips were solidly behind Chamberlain , but Law drew off some of his support among tariff reformers and , urged on by Edward Goulding and Max Aitken , he refused to withdraw unless his continued candidature would allow Long to win .","[12, 13]",1
He seems content .,"[1, 2]",0
"In all this , there are perhaps a couple of things which look plausible when we compare the philosopher 's child with our mental picture ; Aristotle 's observation that children are immature and Mill 's suggestion that they might need protection .","[12, 13]",1
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .","[8, 9]",0
The book — which opens a projected sequence of novels that will cover the period from 1968 to the present day — aims to explore what the blurb describes as ‘ the painful transition from youth to adulthood ’ .,"[22, 23]",1
"The whiteness of the canvas body-bag dimmed beneath the onrushing sea , faded at the edges , then grew smaller , greener , and was gone .","[6, 7]",1
"He was very nearly as tall as her , but she put an arm under his shoulders and supported him to the untidy room which served as the stable office , calling to one of the stable girls to take over the class .","[11, 12]",0
"‘ Alas , disclaimers may work if , for example , the property being valued is industrial or an expensive house .","[5, 6]",1
I want a wee wee !,"[1, 2]",0
I usually leave that to you . ’,"[2, 3]",1
"Sorry I 'm going to speak to Dot , I was just going to speak to Dot and I 'm","[12, 13]",0
We give them in when they came trussed with though we had before .,"[6, 7]",1
Much attention will be given throughout this chapter to monitoring the environment on a global basis .,"[9, 10]",0
"The intermediate , or dynamic , level is concerned with less frequent and often irregular events , e.g. a temporary lack of water because of fire , frost or excessive demand from an increasing populace .","[33, 34]",0
"About 230 people attended the conference , held in April 1985 .","[3, 4]",0
"Education has been directed at the production of the rational , the free , the independent of mind , the dignified , in short , the autonomous human being .","[3, 4]",1
"Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power .","[20, 21]",0
"A wise man built his house upon the rock , a wise man built his house upon the rock , the wise man built his house upon the rock and the rain came tumbling down , and the rain came down and the flood came up and the rain came down and the flood came up","[44, 45]",0
I mean look at that woman doing her er from the from the church .,"[1, 2]",0
"Monitoring of the state of and the changes in the environment is now universally recognized as being of profound importance to mankind ( Tickell 1986 , 1989 ) .","[14, 15]",0
"Students , yeah I know .","[2, 3]",0
"We are then left with only one equation formula] or formula] or formula] , depending on our preference .","[3, 4]",1
"Chatterton raised his cardboard cup in silent acknowledgement , then stared ahead to where a great beam swept around the sky .","[17, 18]",1
"Well , with all the trussing the might carry on trussing and get that done .","[5, 6]",0
Each of these groups came up with a list of proposals which were sent to everyone attending .,"[4, 5]",1
It was n't the answer that the DDI expected and Sorge regretted his words .,"[8, 9]",0
"But but you it 's full at that , you know .","[10, 11]",0
A glossary of terms and acronyms used can be very helpful not only to the reader but also to the writer who is forced to consider carefully how he is using various technical terms .,"[30, 31]",0
"Well , maybe they do , but making any old noises is clearly not sufficient to enter the rationality stakes ; I must at least say something .","[16, 17]",1
"I did n't know about it , I did n't even know she was looking for one then .","[11, 12]",0
"One answer sometimes given is that they are not , because a driver who overtakes on a bend , knowingly taking the risk that there is a car travelling in the opposite direction , should not be labelled a murderer if a collision and death happen to ensue .","[3, 4]",1
"In Glasgow he had picked up many of the skills that a more highly-born politician might have acquired in the Oxford Union or at the Bar , but skills that were very different in appearance .","[4, 5]",1
The speed of descent must have cut down the exposure to any residual gas since he felt none of the earlier weirdness as he approached the still sealed engine room door .,"[16, 17]",1
"they all sit there looking at her and saying bloody hell she ai n't got her own hat on , we 've been here quarter of an hour and she walks in the door , takes her coat off and says come on ladies you 're suppose to be off your hind by two o'clock , leaving here at two","[12, 13]",0
"Given the already appalling and growing rate of homelessness and lack of hostel facilities in London , when more people than ever will not only have to endure the freezing nights of the coming winter on the streets , but perhaps permanent homelessness , it was terrible to see the situation being exploited for a joke by your advertisement : ‘ Just the thing now the evenings are drawing in .","[52, 53]",1
"does n't matter I 'll , I 'll keep phoning .","[8, 9]",1
As Sartre had put it in What is Literature ? :,"[3, 4]",1
She took his suitcase and placed it at the bottom of the stairs .,"[1, 2]",0
"Response includes search and rescue ( including the need to cope with secondary threats such as contamination of water supplies after an explosion , or fire following an earthquake ) .","[6, 7]",0
He decided to turn the pressure on the Russian .,"[3, 4]",1
"The trees had grown up beside it in the twenty-five years since the railway had closed , and the boy stopped every now and then to watch small birds hopping around the top branches .","[20, 21]",0
"If you say that children are completely non-rational then you have to account for the fact that they become rational , and to do that it appears from these examples that you have to assume that they already are .","[2, 3]",1
The differentiation of accidents from other types is useful in the context of emergency planning and is not so clearly conveyed by other hazard typologies .,"[20, 21]",0
"‘ We do n't know what we 're up against , ’ Delaney said , ‘ so let's proceed with maximum caution . ’","[4, 5]",0
"Hill expresses the way time has cheated them : his daughter was born while he was remanded in custody , and is now 14 : ‘ She would change dramatically and I did n't feel a change in myself mentally .","[28, 29]",1
Relatively few cost/benefit studies have yet been carried out except in such areas as crop prediction and ocean navigation ( where they are generally shown to be highly advantageous in saving someone else 's money ) .,"[7, 8]",0
She turns to Fairfax .,"[1, 2]",0
William IX 's crusade of 1101 brought about serious financial problems in Aquitaine which caused rapid devaluation in the hitherto stable currency ; and Robert Curthose 's decision to mortgage Normandy to William Rufus in order to cover his crusading expenses exacerbated a conflict over the duchy which was not settled until the death of his son William Clito in 1128 .,"[29, 30]",0
Well you have n't got the choice,"[4, 5]",1
"Although the policy review will be endorsed by the conference , giving Neil Kinnock the freedom to go on to the offensive against the Conservatives in the run-up to the next general election , there are a number of areas of potential conflict .","[6, 7]",1
It also says a lot about modern American TV .,"[2, 3]",1
"He recalled what he knew about them , that their father earned a precarious living as a painter whose innocuous , prettified watercolours were sold in cafés and tourist shops along the coast and that their mother had been desperately ill with cancer .","[24, 25]",0
"‘ In all honesty we should have won by at least 15 points , ’ Brian Nicholas , the Bridgend coach , said .","[22, 23]",0
"I shall now introduce the concept of an elementary charge , 1.6 × 10 -19 C , carried by an elementary particle called the electron .","[3, 4]",1
And I 'm not prepared to go on paying three thousand a year renting it to give to him when I could be buying one myself .,"[23, 24]",0
"They did n't disagree with his aims , only his methods .","[3, 4]",0
The jury should answer this by drawing inferences from the evidence in the case and from the surrounding circumstances .,"[6, 7]",1
Catching up with what they thought they 'd lost . ’,"[5, 6]",0
"Keller 's Zurich upbringing made him into a skiier and sculler , and he raced for the Grasshopper club .","[4, 5]",1
That 's what I do n't get .,"[6, 7]",1
"Citing Marx 's famous remark in The Eighteenth Brumaire , ‘ Men make their own History … but under circumstances … given and transmitted from the past ’ , Sartre suggested that this implied ‘ the permanent and dialectical unity of freedom and necessity , ( I , 35 ) .","[30, 31]",0
He saw a mass of freckles — sometimes melding into sixpenny-sized brown patches of warmth — moving over the hard frame of cheekbones and brow .,"[8, 9]",1
